"REF_DATE","GEO","DGUID","Measure","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Weighted average, cities measured","","Methadone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927778","1.7.5","4.76","","","","2"
"2022-01","Weighted average, cities measured","","Methamphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927779","1.8.1","320.98","","","","2"
"2022-01","Weighted average, cities measured","","Methamphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927780","1.8.2","301.26","","","","2"
"2022-01","Weighted average, cities measured","","Methamphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927781","1.8.3","340.68","","","","2"
"2022-01","Weighted average, cities measured","","Methamphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927782","1.8.4","6.92","","","","2"
"2022-01","Weighted average, cities measured","","Methamphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927783","1.8.5","4.76","","","","2"
"2022-01","Weighted average, cities measured","","Morphine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927784","1.9.1","100.98","","","","2"
"2022-01","Weighted average, cities measured","","Morphine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927785","1.9.2","84.64","","","","2"
"2022-01","Weighted average, cities measured","","Morphine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927786","1.9.3","117.30","","","","2"
"2022-01","Weighted average, cities measured","","Morphine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927787","1.9.4","6.20","","","","2"
"2022-01","Weighted average, cities measured","","Morphine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927788","1.9.5","4.76","","","","2"
"2022-01","Weighted average, cities measured","","Oxycodone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927789","1.10.1","6.14","","","","2"
"2022-01","Weighted average, cities measured","","Oxycodone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927790","1.10.2","5.28","","","","2"
"2022-01","Weighted average, cities measured","","Oxycodone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927791","1.10.3","7.00","","","","2"
"2022-01","Weighted average, cities measured","","Oxycodone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927792","1.10.4","0.32","","","","2"
"2022-01","Weighted average, cities measured","","Oxycodone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927793","1.10.5","4.76","","","","2"
"2022-01","Halifax, Nova Scotia","","Amphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927794","2.1.1","71.82","","","","2"
"2022-01","Halifax, Nova Scotia","","Amphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927795","2.1.2","56.18","","","","2"
"2022-01","Halifax, Nova Scotia","","Amphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927796","2.1.3","87.46","","","","2"
"2022-01","Halifax, Nova Scotia","","Amphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927797","2.1.4","6.40","","","","2"
"2022-01","Halifax, Nova Scotia","","Amphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927798","2.1.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927799","2.2.1","785.90","","","","2"
"2022-01","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927800","2.2.2","602.88","","","","2"
"2022-01","Halifax, Nova Scotia","","Cannabis (THC-COOH)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927801","2.2.3","968.94","","","","2"
"2022-01","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927802","2.2.4","74.80","","","","2"
"2022-01","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927803","2.2.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927804","2.3.1","1492.36","","","","2"
"2022-01","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927805","2.3.2","1133.36","","","","2"
"2022-01","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927806","2.3.3","1851.36","","","","2"
"2022-01","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927807","2.3.4","146.72","","","","2"
"2022-01","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927808","2.3.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Codeine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927809","2.4.1","232.42","","","","2"
"2022-01","Halifax, Nova Scotia","","Codeine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927810","2.4.2","195.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Codeine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927811","2.4.3","269.86","","","","2"
"2022-01","Halifax, Nova Scotia","","Codeine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927812","2.4.4","15.30","","","","2"
"2022-01","Halifax, Nova Scotia","","Codeine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927813","2.4.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Ecstasy (MDMA)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927814","2.5.1","5.36","","","","2"
"2022-01","Halifax, Nova Scotia","","Ecstasy (MDMA)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927815","2.5.2","0.00","E","","","2"
"2022-01","Halifax, Nova Scotia","","Ecstasy (MDMA)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927816","2.5.3","11.48","E","","","2"
"2022-01","Halifax, Nova Scotia","","Ecstasy (MDMA)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927817","2.5.4","2.50","","","","2"
"2022-01","Halifax, Nova Scotia","","Ecstasy (MDMA)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927818","2.5.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927819","2.6.1","0.16","","","","2"
"2022-01","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927820","2.6.2","0.14","","","","2"
"2022-01","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927821","2.6.3","0.18","","","","2"
"2022-01","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927822","2.6.4","0.02","","","","2"
"2022-01","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927823","2.6.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Methadone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927824","2.7.1","24.26","","","","2"
"2022-01","Halifax, Nova Scotia","","Methadone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927825","2.7.2","16.64","","","","2"
"2022-01","Halifax, Nova Scotia","","Methadone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927826","2.7.3","31.88","","","","2"
"2022-01","Halifax, Nova Scotia","","Methadone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927827","2.7.4","3.12","","","","2"
"2022-01","Halifax, Nova Scotia","","Methadone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927828","2.7.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Methamphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927829","2.8.1","12.98","","","","2"
"2022-01","Halifax, Nova Scotia","","Methamphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927830","2.8.2","9.84","","","","2"
"2022-01","Halifax, Nova Scotia","","Methamphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927831","2.8.3","16.12","","","","2"
"2022-01","Halifax, Nova Scotia","","Methamphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927832","2.8.4","1.28","","","","2"
"2022-01","Halifax, Nova Scotia","","Methamphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927833","2.8.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Morphine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927834","2.9.1","125.82","","","","2"
"2022-01","Halifax, Nova Scotia","","Morphine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927835","2.9.2","98.84","","","","2"
"2022-01","Halifax, Nova Scotia","","Morphine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927836","2.9.3","152.80","","","","2"
"2022-01","Halifax, Nova Scotia","","Morphine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927837","2.9.4","11.02","","","","2"
"2022-01","Halifax, Nova Scotia","","Morphine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927838","2.9.5","0.00","","","","2"
"2022-01","Halifax, Nova Scotia","","Oxycodone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927839","2.10.1","4.98","","","","2"
"2022-01","Halifax, Nova Scotia","","Oxycodone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927840","2.10.2","2.82","","","","2"
"2022-01","Halifax, Nova Scotia","","Oxycodone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927841","2.10.3","7.12","","","","2"
"2022-01","Halifax, Nova Scotia","","Oxycodone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927842","2.10.4","0.88","","","","2"
"2022-01","Halifax, Nova Scotia","","Oxycodone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927843","2.10.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Amphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927844","3.1.1","277.44","","","","2"
"2022-01","Montreal, Quebec","","Amphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927845","3.1.2","161.44","","","","2"
"2022-01","Montreal, Quebec","","Amphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927846","3.1.3","393.42","","","","2"
"2022-01","Montreal, Quebec","","Amphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927847","3.1.4","47.40","","","","2"
"2022-01","Montreal, Quebec","","Amphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927848","3.1.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Cannabis (THC-COOH)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927849","3.2.1","296.38","","","","2"
"2022-01","Montreal, Quebec","","Cannabis (THC-COOH)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927850","3.2.2","284.20","","","","2"
"2022-01","Montreal, Quebec","","Cannabis (THC-COOH)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927851","3.2.3","308.54","","","","2"
"2022-01","Montreal, Quebec","","Cannabis (THC-COOH)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927852","3.2.4","4.98","","","","2"
"2022-01","Montreal, Quebec","","Cannabis (THC-COOH)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927853","3.2.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927854","3.3.1","1345.74","","","","2"
"2022-01","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927855","3.3.2","1199.12","","","","2"
"2022-01","Montreal, Quebec","","Cocaine (Benzoylecgonine)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927856","3.3.3","1492.36","","","","2"
"2022-01","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927857","3.3.4","59.92","","","","2"
"2022-01","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927858","3.3.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Codeine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927859","3.4.1","36.88","","","","2"
"2022-01","Montreal, Quebec","","Codeine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927860","3.4.2","22.14","","","","2"
"2022-01","Montreal, Quebec","","Codeine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927861","3.4.3","51.62","","","","2"
"2022-01","Montreal, Quebec","","Codeine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927862","3.4.4","6.02","","","","2"
"2022-01","Montreal, Quebec","","Codeine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927863","3.4.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Ecstasy (MDMA)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927864","3.5.1","7.34","","","","2"
"2022-01","Montreal, Quebec","","Ecstasy (MDMA)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927865","3.5.2","1.44","","","","2"
"2022-01","Montreal, Quebec","","Ecstasy (MDMA)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927866","3.5.3","13.24","","","","2"
"2022-01","Montreal, Quebec","","Ecstasy (MDMA)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927867","3.5.4","2.42","","","","2"
"2022-01","Montreal, Quebec","","Ecstasy (MDMA)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927868","3.5.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Fentanyl (Norfentanyl)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927869","3.6.1","0.14","","","","2"
"2022-01","Montreal, Quebec","","Fentanyl (Norfentanyl)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927870","3.6.2","0.14","","","","2"
"2022-01","Montreal, Quebec","","Fentanyl (Norfentanyl)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927871","3.6.3","0.16","","","","2"
"2022-01","Montreal, Quebec","","Fentanyl (Norfentanyl)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927872","3.6.4","0.00","","","","2"
"2022-01","Montreal, Quebec","","Fentanyl (Norfentanyl)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927873","3.6.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Methadone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927874","3.7.1","3.26","","","","2"
"2022-01","Montreal, Quebec","","Methadone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927875","3.7.2","2.44","","","","2"
"2022-01","Montreal, Quebec","","Methadone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927876","3.7.3","4.06","","","","2"
"2022-01","Montreal, Quebec","","Methadone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927877","3.7.4","0.34","","","","2"
"2022-01","Montreal, Quebec","","Methadone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927878","3.7.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Methamphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927879","3.8.1","159.94","","","","2"
"2022-01","Montreal, Quebec","","Methamphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927880","3.8.2","146.06","","","","2"
"2022-01","Montreal, Quebec","","Methamphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927881","3.8.3","173.80","","","","2"
"2022-01","Montreal, Quebec","","Methamphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927882","3.8.4","5.68","","","","2"
"2022-01","Montreal, Quebec","","Methamphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927883","3.8.5","0.00","","","","2"
"2022-01","Montreal, Quebec","","Morphine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927884","3.9.1","56.16","","","","2"
"2022-01","Montreal, Quebec","","Morphine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927885","3.9.2","51.20","","","","2"
"2022-01","Montreal, Quebec","","Morphine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927886","3.9.3","61.12","","","","2"
